Date,Price,log_return
2020-01-01,945.3208048108775,0.0
2020-01-02,922.0158327556321,-0.024961950279847933
2020-01-03,890.8594934639385,-0.034375675886379575
2020-01-06,889.858261175602,-0.0011245267715649376
2020-01-07,900.892468039467,0.012323710200532467
2020-01-08,921.0881092093381,0.02216979543558928
2020-01-09,936.4291738380847,0.016518191874150823
2020-01-10,922.4134590599723,-0.015080330250611063
2020-01-13,911.4981620138014,-0.011903982521586975
2020-01-14,910.6423919662552,-0.0009393019749177611
2020-01-15,935.2862846454028,0.02670239350908865
2020-01-16,922.5907693388747,-0.013666903188099155
2020-01-17,943.723171140925,0.022647106207500656
2020-01-20,973.5467113961571,0.03111293437627971
2020-01-21,983.5708504267916,0.010243867700608256
2020-01-22,999.3663929217932,0.015931796784240504
2020-01-23,979.4675705314588,-0.02011234243999027
2020-01-24,990.5361063787519,0.011237189503281009
2020-01-27,996.1495976579254,0.005651126604245604
2020-01-28,1018.9893021024177,0.022669089982483293
2020-01-29,1018.8785211555082,-0.00010872240658077459
2020-01-30,1016.9624824778064,-0.0018823073511198274
2020-01-31,1034.155622464229,0.016765044045689237
2020-02-03,988.4681495728612,-0.04518412790485282
2020-02-04,972.886410683926,-0.015889087084125286
2020-02-05,925.9422517727346,-0.04945546443404414
2020-02-06,904.624682431966,-0.02329172746825936
2020-02-07,886.122684153045,-0.020664731419128834
2020-02-10,892.6274200764099,0.007313860338353351
2020-02-11,874.0550777404038,-0.02102587937648792
2020-02-12,890.2382702017097,0.018345754543925175
2020-02-13,872.2712506197371,-0.02038870346145405
2020-02-14,843.8675222655461,-0.03310492462662129
2020-02-17,852.5153982504959,0.010195753323023027
2020-02-18,848.2418916833286,-0.005025426715942416
2020-02-19,827.9070911127906,-0.024264905454126406
2020-02-20,856.5826700485259,0.034049894598473074
2020-02-21,791.5647969848916,-0.07893909185867187
2020-02-24,795.3406156904367,0.00475872827809809
2020-02-25,766.5045166501579,-0.03692987944798798
2020-02-26,769.4213764738353,0.003798182377590109
2020-02-27,779.2561670843963,0.012701059508420265
2020-02-28,758.8246646507174,-0.026569090400563766
2020-03-02,732.4712848898284,-0.035346603736530646
2020-03-03,725.2767778814037,-0.009870794010314654
2020-03-04,706.8034138225115,-0.02580077419344118
