Date,Price,log_return
2020-01-01,1886.1792478904276,0.0
2020-01-02,1876.6395339014268,-0.005070525572039131
2020-01-03,1846.5714105311083,-0.016152067406601134
2020-01-06,1867.6454838737243,0.0113479099861582
2020-01-07,1756.2111343345703,-0.061519814063128564
2020-01-08,1699.1542054796814,-0.03302812287226242
2020-01-09,1630.099803120864,-0.041489359213763954
2020-01-10,1724.2586119617683,0.05615592607720288
2020-01-13,1753.27385708565,0.016687647761917113
2020-01-14,1693.4152874522126,-0.03473744583905258
2020-01-15,1707.3244124099956,0.008180104180264713
2020-01-16,1723.3267543181444,0.00932910820148436
2020-01-17,1688.3347823832696,-0.020513874929990905
2020-01-20,1684.312475329657,-0.0023852532763202206
2020-01-21,1698.9536354499348,0.008655098971882325
2020-01-22,1822.643065007606,0.0702751281379177
2020-01-23,1851.3604847393758,0.015633084836592204
2020-01-24,1861.986204252386,0.005723003750933486
2020-01-27,1840.2657202882424,-0.01173379533115071
2020-01-28,1823.9441568386287,-0.008908698979271712
2020-01-29,1840.9675187077191,0.009289983392627654
2020-01-30,1833.070162566988,-0.004299013232173188
2020-01-31,1846.5332172576493,0.007317698881280421
2020-02-03,1875.6629076816726,0.01565220324468264
2020-02-04,1842.8559045936513,-0.017645657315427776
2020-02-05,1818.143638701494,-0.013500488565195035
2020-02-06,1836.7318962742436,0.010171847257933742
2020-02-07,1848.7798215868415,0.006538016509650468
2020-02-10,1799.7125021189224,-0.02689893448823888
2020-02-11,1731.8920192604612,-0.038412467441410136
2020-02-12,1720.0188333998017,-0.006879223242439281
2020-02-13,1693.803772803484,-0.015358487493883466
2020-02-14,1716.7101824117162,0.01343302174137495
2020-02-17,1757.042598382753,0.023222279200290963
2020-02-18,1733.5138354323253,-0.013481586540390111
2020-02-19,1757.441350964907,0.013708506105032825
2020-02-20,1774.5553011993045,0.009690883573869158
2020-02-21,1798.7307987619665,0.01353144739221257
2020-02-24,1805.9158866349796,0.003986575115967561
2020-02-25,1800.966840949673,-0.0027442249526448137
2020-02-26,1832.6403814358146,0.017434103799653045
2020-02-27,1818.7059222320188,-0.007632541912846236
2020-02-28,1780.6269232661768,-0.021159710068281434
2020-03-02,1818.7970144431574,0.02120979509239973
2020-03-03,1874.497952263753,0.03016556330670639
2020-03-04,1900.5913533845262,0.013824211595212965
2020-03-05,1863.2971357111564,-0.019817504334013414
2020-03-06,1921.7338462201615,0.030880251409158177
2020-03-09,1958.3726250479704,0.018886011568838512
2020-03-10,1935.8944853638482,-0.011544349007635901
2020-03-11,1922.1197009294171,-0.007140898038923815
2020-03-12,1935.2149501194062,0.006789817676692955
2020-03-13,1972.0185632606974,0.01883926390908819
2020-03-16,1980.6631548293042,0.0043740457581487036
2020-03-17,1986.1771465233849,0.002780043977826274
2020-03-18,2046.8134533269701,0.03007241149547646
2020-03-19,2048.5114862756805,0.000829254367386234
2020-03-20,2048.31420927299,-9.630724736808816e-05
2020-03-23,2047.8648283570024,-0.000219414685569852
2020-03-24,2066.1496923344434,0.008889119999817119
2020-03-25,2060.2796261257345,-0.002845108792786988
2020-03-26,2021.0160059169655,-0.01924135623657186
2020-03-27,1940.5724076008491,-0.04061737317141034
2020-03-30,1885.7572405613225,-0.028653525656166856
2020-03-31,1959.652650920277,0.0384377792559496
2020-04-01,1971.9482006197513,0.006254749782174329
2020-04-02,2032.4174461615964,0.030203956319031278
2020-04-03,2044.9677752574444,0.0061560868300114535
2020-04-06,1986.7595666350146,-0.02887707850540089
2020-04-07,1929.0016184916358,-0.029502380090213443
2020-04-08,1946.4333918359653,0.008996095075832322
2020-04-09,1903.518305827315,-0.02229475430577743
2020-04-10,1881.287594387114,-0.011747480681982836
2020-04-13,1867.1958788458517,-0.007518657625570135
2020-04-14,1854.2114063402053,-0.006978287621899781
2020-04-15,1899.342400647825,0.024048233546788644
2020-04-16,1882.3775147692425,-0.008972107962606835
2020-04-17,1897.5686028922594,0.008037770611558415
2020-04-20,1997.6281662957967,0.05138717596098452
2020-04-21,2043.2996328587856,0.0226054083007039
2020-04-22,2094.170877482224,0.024591744248415814
2020-04-23,2074.134278160033,-0.009613861221558828
2020-04-24,2033.9789734700478,-0.019549891233642924
2020-04-27,1979.5747054670032,-0.027111933629957008
2020-04-28,1977.3653991322728,-0.001116674251267824
2020-04-29,2002.426243469603,0.012594214892442501
2020-04-30,1944.14424686066,-0.029537662711641488
2020-05-01,1963.8402255278033,0.010079950713305585
2020-05-04,1971.5809491811883,0.0039338781250117805
2020-05-05,1961.309481733291,-0.005223380097642227
2020-05-06,1963.4189084388556,0.0010749416005282342
2020-05-07,1997.5314511063918,0.017224849082378313
2020-05-08,2032.0948814969443,0.017155078507115284
2020-05-11,2004.8695853655395,-0.013488208338625185
2020-05-12,2008.1005956021152,0.0016102840484943926
2020-05-13,1929.4286902887786,-0.03996535428488723
2020-05-14,1904.9063328284801,-0.012791105450259188
2020-05-15,1939.0744881081891,0.01777795300571494
2020-05-18,1995.5747125114003,0.028721294045961798
2020-05-19,1970.2946952275856,-0.012748962254301333
2020-05-20,1997.0963753521753,0.013511190287094799
2020-05-21,2012.7480171738712,0.007806647729240446
2020-05-22,2012.7308878852807,-8.51043515304184e-06
2020-05-25,2020.6207417782505,0.0039123114873333975
