Date,Price,log_return
2020-01-01,1681.4713018881578,0.0
2020-01-02,1662.8670847406709,-0.011125913055440861
2020-01-03,1632.6653656824317,-0.01832939901069608
2020-01-06,1693.3145677300893,0.03647401779636983
2020-01-07,1698.5990329830809,0.0031159222495755756
2020-01-08,1735.169515926287,0.021301299268747798
2020-01-09,1695.341733227748,-0.023220779294953253
2020-01-10,1753.7646908130725,0.0338803961644043
2020-01-13,1782.894942177891,0.016473686003815935
2020-01-14,1738.743572722671,-0.02507564744769386
2020-01-15,1847.467075079499,0.060652784588593356
2020-01-16,1840.716206182061,-0.003660813968266119
2020-01-17,1838.9843883267147,-0.0009412820085401563
2020-01-20,1865.305926337397,0.014211618845667573
2020-01-21,1872.343843483349,0.0037659630502044905
2020-01-22,1844.4908654896162,-0.014987752517162889
2020-01-23,1855.8844078866512,0.006158066444921673
2020-01-24,1864.5594554820952,0.004663456101462238
2020-01-27,1827.6814689148837,-0.019976601584681397
2020-01-28,1802.1572074228259,-0.014063810803686572
2020-01-29,1809.9473760489107,0.004313374944826975
2020-01-30,1799.8730126845176,-0.0055816569440958475
2020-01-31,1839.758401784794,0.02191814571716666
2020-02-03,1887.1166685707904,0.025415832394637405
2020-02-04,1918.4938169210695,0.016490315811539702
2020-02-05,1912.9353240123426,-0.0029015266126268813
2020-02-06,1936.2144096260342,0.012095850280398501
2020-02-07,1947.8457805234411,0.005989302481296477
2020-02-10,1996.510779406727,0.024677012681175725
2020-02-11,2096.3126260640433,0.048778862334561524
2020-02-12,2158.6053120206366,0.029282415276894902
2020-02-13,2174.8121001007817,0.0074799457805907466
2020-02-14,2259.9304109426284,0.038391751141327646
2020-02-17,2321.6819237764958,0.02695786896970187
2020-02-18,2320.4732423878113,-0.0005207414973149582
2020-02-19,2282.6873923009275,-0.01641771896300792
2020-02-20,2255.2879605002126,-0.012075766229617813
2020-02-21,2312.423762416233,0.025018558785630418
2020-02-24,2275.493044652417,-0.01609947041117632
2020-02-25,2292.244869217711,0.007334877782271931
2020-02-26,2323.1430194589407,0.013389388971204674
2020-02-27,2351.954443140311,0.012325641836148371
2020-02-28,2335.6528601720097,-0.006955210890821739
2020-03-02,2297.5604999330867,-0.016443541702340525
